"id","gen","sp","ssp","en","lat","lng","file","q","rec_length","species"
"110078","Spatula","discors","","Blue-winged Teal",48.731,-102.703,"//www.xeno-canto.org/110078/download","A",69,"Spatula discors"
"368726","Spatula","clypeata","","Northern Shoveler",40.5614,-106.4796,"//www.xeno-canto.org/368726/download","A",9,"Spatula clypeata"
"218538","Spatula","clypeata","","Northern Shoveler",35.4426,-94.9857,"//www.xeno-canto.org/218538/download","A",12,"Spatula clypeata"
"218536","Spatula","clypeata","","Northern Shoveler",35.4426,-94.9857,"//www.xeno-canto.org/218536/download","A",29,"Spatula clypeata"
"218532","Spatula","clypeata","","Northern Shoveler",31.5668,-109.7217,"//www.xeno-canto.org/218532/download","A",11,"Spatula clypeata"
"218531","Spatula","clypeata","","Northern Shoveler",31.5668,-109.7217,"//www.xeno-canto.org/218531/download","A",31,"Spatula clypeata"
"168806","Spatula","clypeata","","Northern Shoveler",36.0753,-115.0101,"//www.xeno-canto.org/168806/download","A",49,"Spatula clypeata"
"168805","Spatula","clypeata","","Northern Shoveler",36.0753,-115.0101,"//www.xeno-canto.org/168805/download","A",31,"Spatula clypeata"
"168803","Spatula","clypeata","","Northern Shoveler",48.5934,-102.4606,"//www.xeno-canto.org/168803/download","A",12,"Spatula clypeata"
"163376","Spatula","clypeata","","Northern Shoveler",47.6688,-111.3328,"//www.xeno-canto.org/163376/download","A",59,"Spatula clypeata"
"110104","Spatula","clypeata","","Northern Shoveler",48.731,-102.703,"//www.xeno-canto.org/110104/download","A",39,"Spatula clypeata"
"74951","Spatula","clypeata","","Northern Shoveler",42.9039856060532,-88.3155899045232,"//www.xeno-canto.org/74951/download","A",9,"Spatula clypeata"
"70560","Spatula","clypeata","","Northern Shoveler",48.154,-101.2959,"//www.xeno-canto.org/70560/download","A",26,"Spatula clypeata"
"452706","Mareca","strepera","","Gadwall",26.0737,-98.1442,"//www.xeno-canto.org/452706/download","A",14,"Mareca strepera"
"284781","Mareca","strepera","strepera","Gadwall",48.4183,-107.6657,"//www.xeno-canto.org/284781/download","A",128,"Mareca strepera"
"201284","Mareca","strepera","strepera","Gadwall",35.0307,-120.6205,"//www.xeno-canto.org/201284/download","A",20,"Mareca strepera"
"100980","Mareca","strepera","strepera","Gadwall",43.5308282997973,-88.6128387445933,"//www.xeno-canto.org/100980/download","A",7,"Mareca strepera"
"404504","Mareca","americana","","American Wigeon",47.6807,-122.2459,"//www.xeno-canto.org/404504/download","A",18,"Mareca americana"
"384955","Mareca","americana","","American Wigeon",33.7251,-117.9103,"//www.xeno-canto.org/384955/download","A",12,"Mareca americana"
"100900","Mareca","americana","","American Wigeon",40.542,-107.2209,"//www.xeno-canto.org/100900/download","A",19,"Mareca americana"
"100899","Mareca","americana","","American Wigeon",40.542,-107.2209,"//www.xeno-canto.org/100899/download","A",13,"Mareca americana"
"100898","Mareca","americana","","American Wigeon",40.542,-107.2209,"//www.xeno-canto.org/100898/download","A",20,"Mareca americana"
"17795","Mareca","americana","","American Wigeon",33.64224,-117.88672,"//www.xeno-canto.org/17795/download","A",19,"Mareca americana"
"534192","Anas","platyrhynchos","","Mallard",32.884,-116.8204,"//www.xeno-canto.org/534192/download","A",43,"Anas platyrhynchos"
"530119","Anas","platyrhynchos","","Mallard",40.6052,-74.2495,"//www.xeno-canto.org/530119/download","A",17,"Anas platyrhynchos"
"511953","Anas","platyrhynchos","","Mallard",40.6745,-74.3152,"//www.xeno-canto.org/511953/download","A",27,"Anas platyrhynchos"
"408087","Anas","platyrhynchos","platyrhynchos","Mallard",33.6651,-117.8434,"//www.xeno-canto.org/408087/download","A",11,"Anas platyrhynchos"
"357023","Anas","platyrhynchos","","Mallard",38.3146,-122.3725,"//www.xeno-canto.org/357023/download","A",29,"Anas platyrhynchos"
"72753","Anas","platyrhynchos","","Mallard",42.593,-72.579,"//www.xeno-canto.org/72753/download","A",11,"Anas platyrhynchos"
"62258","Anas","platyrhynchos","","Mallard",44.942,-93.259,"//www.xeno-canto.org/62258/download","A",3,"Anas platyrhynchos"
"455256","Anas","fulvigula","","Mottled Duck",28.229,-80.813,"//www.xeno-canto.org/455256/download","A",13,"Anas fulvigula"
"192343","Anas","fulvigula","","Mottled Duck",28.608,-80.7335,"//www.xeno-canto.org/192343/download","A",7,"Anas fulvigula"
"104627","Anas","fulvigula","","Mottled Duck",27.325,-82.436,"//www.xeno-canto.org/104627/download","A",11,"Anas fulvigula"
"104626","Anas","fulvigula","","Mottled Duck",26.0278,-80.4128,"//www.xeno-canto.org/104626/download","A",11,"Anas fulvigula"
"506769","Anas","rubripes","","American Black Duck",40.6052,-74.2495,"//www.xeno-canto.org/506769/download","A",9,"Anas rubripes"
"348844","Anas","rubripes","","American Black Duck",40.3722,-75.508,"//www.xeno-canto.org/348844/download","A",23,"Anas rubripes"
"203264","Anas","rubripes","","American Black Duck",41.9674,-70.6715,"//www.xeno-canto.org/203264/download","A",6,"Anas rubripes"
"203263","Anas","rubripes","","American Black Duck",41.9674,-70.6715,"//www.xeno-canto.org/203263/download","A",9,"Anas rubripes"
"203262","Anas","rubripes","","American Black Duck",41.9674,-70.6715,"//www.xeno-canto.org/203262/download","A",9,"Anas rubripes"
"168799","Anas","rubripes","","American Black Duck",39.7673,-75.4146,"//www.xeno-canto.org/168799/download","A",7,"Anas rubripes"
"408105","Anas","acuta","","Northern Pintail",43.0204,-76.7806,"//www.xeno-canto.org/408105/download","A",111,"Anas acuta"
"161349","Anas","acuta","","Northern Pintail",28.6781,-80.7717,"//www.xeno-canto.org/161349/download","A",131,"Anas acuta"
"357037","Anas","carolinensis","","Green-winged Teal",38.1846,-122.2791,"//www.xeno-canto.org/357037/download","A",11,"Anas carolinensis"
"356905","Anas","carolinensis","","Green-winged Teal",47.9992,-122.1679,"//www.xeno-canto.org/356905/download","A",24,"Anas carolinensis"
"293877","Anas","carolinensis","","Green-winged Teal",48.9619,-122.7344,"//www.xeno-canto.org/293877/download","A",47,"Anas carolinensis"
"211485","Anas","carolinensis","","Green-winged Teal",40.0439,-105.1856,"//www.xeno-canto.org/211485/download","A",5,"Anas carolinensis"
"173644","Anas","carolinensis","","Green-winged Teal",28.2267,-80.7645,"//www.xeno-canto.org/173644/download","A",12,"Anas carolinensis"
"172826","Anas","carolinensis","","Green-winged Teal",39.8641,-75.19,"//www.xeno-canto.org/172826/download","A",140,"Anas carolinensis"
"143632","Anas","carolinensis","","Green-winged Teal",32.5716,-117.1245,"//www.xeno-canto.org/143632/download","A",52,"Anas carolinensis"
"97309","Anas","carolinensis","","Green-winged Teal",42.9039856060532,-88.3155899045232,"//www.xeno-canto.org/97309/download","A",54,"Anas carolinensis"
"43686","Anas","carolinensis","","Green-winged Teal",47.6976,-122.2087,"//www.xeno-canto.org/43686/download","A",11,"Anas carolinensis"
"104592","Aythya","americana","","Redhead",48.7309,-102.7028,"//www.xeno-canto.org/104592/download","A",56,"Aythya americana"
"104591","Aythya","americana","","Redhead",48.7309,-102.7028,"//www.xeno-canto.org/104591/download","A",10,"Aythya americana"
"104590","Aythya","americana","","Redhead",48.7309,-102.7028,"//www.xeno-canto.org/104590/download","A",17,"Aythya americana"
"100902","Aythya","collaris","","Ring-necked Duck",40.542,-107.2209,"//www.xeno-canto.org/100902/download","A",12,"Aythya collaris"
"334315","Aythya","affinis","","Lesser Scaup",48.2961,-112.2648,"//www.xeno-canto.org/334315/download","A",25,"Aythya affinis"
"351801","Histrionicus","histrionicus","","Harlequin Duck",48.4169,-122.6648,"//www.xeno-canto.org/351801/download","A",20,"Histrionicus histrionicus"
"452395","Melanitta","perspicillata","","Surf Scoter",48.9795,-122.7921,"//www.xeno-canto.org/452395/download","A",5,"Melanitta perspicillata"
